"","id","id_review","date","reviewer_id","reviewer_name","comments","name","host_id","host_name","neighbourhood_group","neighbourhood","Lat","Lon","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","district","word_count","sd","ave_sentiment","doc_id","ADJ","ADP","ADV","AUX","CCONJ","DET","INTJ","NOUN","NUM","PART","PRON","PROPN","PUNCT","SCONJ","SYM","VERB","X","crime"
"15",19727919,284435753,"7/1/2018",163860282,"Jiten","Good place to stay for 1 night","Shelly's Bunk Room",139072570,"Lance And Shelly",NA,"East Boston",42.38138,-71.02312,"Private room",50,1,285,"11/1/2020",6.53,5,360,"A7",6,NA,0.306186217847897,"doc15",1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,3627
"16",14950089,340680462,"10/24/2018",221723217,"Ameer","Awesome spot in Charlestown for those looking for a unique experience!","""Casita"" on the Water - Harbor View",92691757,"Melissa",NA,"Charlestown",42.37002,-71.06078,"Private room",239,1,36,"9/26/2019",0.67,2,185,"A15",11,NA,0.361813613493316,"doc16",2,3,0,0,0,1,0,2,0,0,1,1,1,0,0,1,0,1913
"17",28561917,347618177,"11/11/2018",81995503,"Shohei","Amazing place to stay for groups !","3/ 1  Newly Renovated, In the Heart of the City!",215559177,"Maria",NA,"Dorchester",42.31963,-71.05598,"Entire home/apt",100,3,121,"2/2/2021",4.13,1,6,"C11",6,NA,0.204124145231932,"doc17",1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,12501
"18",568234,450470078,"5/9/2019",195858569,"Tisha",NA,"Stay on your own separate floor",2796082,"Margaret",NA,"Jamaica Plain",42.3036,-71.10539,"Private room",104,1,272,"7/22/2020",2.6,2,347,"E13",0,NA,0,"doc18",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5214
"19",29682306,443312626,"4/25/2019",179369918,"Shenae","Frank was such a great host super quick responses. The kitchen is beautiful can’t wait to stay again.","Darling Luxury Apartment | near T",42431392,"Frank",NA,"Roxbury",42.33063,-71.08724,"Entire home/apt",210,10,61,"1/26/2020",2.2,7,275,"B2",19,0.418526687014921,0.454056941504209,"doc19",3,0,2,3,0,3,0,3,0,2,0,1,2,0,0,2,0,14525
"20",36766327,502304633,"8/4/2019",1437291,"Tess","A well appointed and tastefully decorated apartment so easy to get to from the airport and central Boston. This apartment is East Boston, the heart of immigration, to the city so the area maintains a real working-class neighborhood feel. The Pier Park just down the street has a lovely view of the Skyline and Harbour and is a short metro or water taxi away to the heart of the city and tourist attractions. The place itself is lovely and clean with comfy beds, thoughtful extras, and everything you need to cook. (Snacks and water appreciated!) Vidal was always kind and quick in communication and we are only sorry to have not met in person. I would not hesitate to stay again. Note that this host has chosen an automated pricing option (for now) so if you see it listed as a good deal go for it because the price can go up automatically based on local occupancy and other listings! Still we paid much less than a hotel and enjoyed having a real apartment. Thanks Vidal!","Cozy 2-bdrm. condo 15 mins. to downtown Boston",44686100,"Vidal",NA,"East Boston",42.3659,-71.03587,"Entire home/apt",125,2,59,"11/29/2020",3.04,1,212,"A7",177,0.214407732090103,0.366257807548081,"doc20",19,16,14,9,13,21,0,40,0,6,9,7,19,4,0,19,0,3627
"21",24600107,622570589,"4/17/2020",154603815,"Jennifer","I cannot say enough about the amazingness of the JP house. During the covid-19 pandemic, I decided to accept a travel nursing assignment in Boston. Charles and Amy were way more accommodating than necessary. They worked with me on the length of the stay, payment options and navigating AirBnB's front-line workers discount. The home is located very close to Faulkner hospital and within walking distance of the T. On the note of transportation, the attached garage is absolutely fantastic. Not having to worry about finding a spot to park has been really great. And as for the home itself, it's beautiful and sparkling clean! We stayed primarily in the basement (to minimize me inadvertently contaminating anything) and were very comfortable there. The queen sized bed is super comfy (no back issues at all!), with a ton of linen and pillows available. The basement also boasts a sofa, nice sized television, a clothing rack, lamps and a bathroom, along with welcoming decorations. Just upstairs is the cute and comfy living room (with plenty of lap blankets to snuggle in!), a cozy fireplace, another large television, and a beautiful and well stocked kitchen. One more set of stairs and you'll find the full size washer and dryer (with soap available), and equally well stocked bathroom (and more bedrooms, though we didn't use these). I haven't had time, but they've also got a grill in the backyard that I hope to fire up before we leave. Lastly, communication was FANTASTIC. Amy is so welcoming and helpful. She answered my messages and texts immediately, checked in on us regularly, and was so hospitable! We really felt at home and are way more grateful to Charles and Amy than I could begin to convey! Thanks, again, guys!","Entire Home in JP! Perfect for families!",13960633,"Charles",NA,"Jamaica Plain",42.29836,-71.11046,"Entire home/apt",215,2,10,"8/28/2020",0.3,2,0,"E13",293,0.287778146823875,0.324995505126145,"doc21",29,30,30,19,21,28,0,62,2,12,22,9,52,4,0,33,0,5214
"22",163941,59579933,"1/12/2016",3562580,"Steven","Terry was responsive and the apartment was great. The location is very good. You need to have a car or take an uber to get to much of the city, but that's true of most of the Boston area anyway. We'd definitely stay there again.","$99* SPECIAL* 2 bed ApT! Location!",8229,"Terry",NA,"Roxbury",42.32965,-71.09503,"Entire home/apt",231,29,228,"12/30/2019",1.97,4,1,"B2",45,0.309004199654118,0.343054343111215,"doc22",5,3,7,5,3,6,0,6,0,2,3,2,5,0,0,5,0,14525
"23",182613,586272,"10/1/2011",1090420,"Alexis","We spent two nights in Max and Monica’s gorgeous apartment in a great part of Boston. We did not meet Max because he was away (but he communicated well before the visit), but found Monica to be a really fantastic host. She went out of her way to make us feel comfortable and at home. The flat itself is really lovely and was spotlessly clean. The room is large and the bed was really comfortable. Monica had lots of information there for us when we arrived and even gave us a lift to the museum so we could get there when it was free admission! She also provided a delicious breakfast and went and especially bought some pumpkin ice cream for us to try! We would not hesitate recommending Max and Monica’s as a place to stay.
","Great 2BR in Boston near everything w free parking",875739,"Max",NA,"Charlestown",42.37739,-71.06044,"Entire home/apt",89,91,107,"11/22/2020",0.92,1,12,"A15",139,0.391888774092054,0.396469624107432,"doc23",10,11,13,10,10,11,0,20,1,8,16,8,11,3,0,18,0,1913
"24",6300089,463538424,"6/3/2019",215922188,"Michael","Everything was as represented. The space is spacious and allows for privacy in each bedroom. Everything was clean the bathrooms well stocked with towels and we were able to use the kitchen to prepare meals with a large grocery store only a few blocks away. The only thing I felt disappointed with was the seating in the living room. The couches are low, deep and slippery. Particularly uncomfortable for older people. Aside from that it was a very positive experience and I would recommend it.","Beautiful 3 bed/2 bath: 5 miles to Copley Sq.",29483150,"Irida",NA,"West Roxbury",42.28641,-71.15372,"Entire home/apt",180,29,153,"9/27/2020",2.19,1,0,"E5",85,0.345532548821518,0.0606122092254464,"doc24",13,7,6,7,4,11,0,18,0,2,7,0,8,3,0,7,0,3956
"25",19885281,496469870,"7/27/2019",156982083,"Miguel","Anne and her team made my one-month stay in Boston comfortable and enjoyable. It is the little details that separate the  superhosts from the rest and the complete amenities plus the little treats such as cup noodles, coffee, and the like will truly make you feel welcome. The location is relatively accessible too. A quick bus ride (the stop is just in front of the house) takes you to the Fields Corner station. This is part of the red line which will give you direct access to the important  places in Boston. Just a note on the location: if you are not used to a working class neighborhood in the US, the location may at first come as a shock to you. But don't let this deter you from enjoying your experience in Dorchester, Boston! This is no Cambridge but if you are up to it, you might be able to experience for yourself the unique diversity that Boston has to offer.","#203 Boston New Central AC Private Queen Bed",105851798,"Anne",NA,"Dorchester",42.3075,-71.06533,"Private room",49,30,37,"11/11/2019",0.86,11,362,"C11",163,0.225504559074112,0.231000320847648,"doc25",14,18,7,13,7,21,1,33,1,4,20,7,17,3,0,15,0,12501
"26",40601,9543695,"1/2/2014",9142604,"Brigitte","Thanks Robert, our stay couldn't have been better. Your house is so beautiful and you made us feel home. Although we didn't have the chance to spend so much time with you since it was the holiday season, Luc and I enjoyed our conversations.  We highly recommend to any airbnb to have a chance to stay at your place if they come to visit Boston.don't hesitate to contact us if you are in the neighbourhood of Leuven.  Brigitte","Private room & bath - Jamaica Plain",174986,"Robert",NA,"Jamaica Plain",42.3151,-71.11108,"Private room",85,28,78,"12/31/2020",0.61,1,233,"E13",79,0.150606996639131,0.121818929128412,"doc26",3,5,4,7,2,5,0,12,0,8,14,5,6,4,0,12,0,5214
"27",29540035,671200561,"10/4/2020",348912168,"Adrian","Photos might not be the actual unit you get. Rooms get SUPER DUSTY.(stay away if you have allergies)

Bar across the street is always packed and drunks fill the streets and the front entrance of the property.

Cleaning staff are loud banging into stuff but hardly clean anything. Bathrooms are always dirty with trash outside bin.","Quarters™ on DOT STRB - Private Bunk | Shared Bath",814298,"Thatch",NA,"South Boston",42.33603,-71.04376,"Entire home/apt",120,28,2,"10/4/2020",0.14,90,101,"C6",57,0.36261698094504,-0.0517114705265896,"doc27",5,5,6,5,3,5,0,14,0,1,3,3,6,1,0,6,0,6984
"28",33158116,469365476,"6/14/2019",92045309,"Garret","I","Large Sunny room w/ King bed (Boston Harbor Room)",248463000,"John",NA,"Roxbury",42.32299,-71.06999,"Private room",30,1,107,"1/11/2021",4.63,4,110,"B2",1,NA,0,"doc28",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14525
"29",27339519,543330808,"10/7/2019",5117564,"Ellie","A clean, comfortable and spacious apartment that has everything you need for a good city break.","Sunny & Cozy 2 BR Apt in Boston. 15 min to DWTN",202862511,"Frank & Delilah",NA,"Roxbury",42.32875,-71.09595,"Entire home/apt",129,2,150,"2/7/2021",4.87,1,232,"B2",16,NA,0.5625,"doc29",4,1,0,0,1,2,0,3,0,0,3,0,2,0,0,2,0,14525
"30",14186170,448874402,"5/5/2019",24769295,"Kimberly","Great communication, place, and decorations","Large & Cozy 1 Bedroom in Center of South Boston",8985714,"Tj",NA,"South Boston",42.3323,-71.04757,"Entire home/apt",255,29,48,"11/10/2019",0.87,1,365,"C6",5,NA,0.223606797749979,"doc30",1,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,6984
"31",10883063,70007311,"4/15/2016",59513745,"Alex","Description was accurate, hosts were friendly and accommodating. Would stay here again.","spacious 3rd floor loft in home",24593919,"Minor",NA,"Jamaica Plain",42.32412,-71.1067,"Entire home/apt",99,91,72,"8/22/2018",1.2,1,90,"E13",12,0.3125,0.241161565145608,"doc31",3,0,2,3,1,0,0,2,0,0,0,0,3,0,0,1,0,5214
"32",28863227,462012063,"6/1/2019",27663907,"Jiani","Beaux and Olso are awesome! They replies fast and the apartment is equipped with everything we need. The apartment is located a few steps to metro station and it only takes a few minutes to downtown Boston. We love this place!","2 min to Airport,  2 train stops to Downtown",217617282,"Beaux",NA,"East Boston",42.37439,-71.03423,"Entire home/apt",199,91,116,"12/30/2019",3.97,2,180,"A7",41,0.162070765724578,0.243180694459369,"doc32",5,3,1,3,3,5,0,7,0,0,5,3,4,0,0,6,0,3627
"33",3749523,31188339,"5/3/2015",8803692,"Enrica","Nicolo contacted me two days prior to arrival to give me details about the property. The house was easy to find, located within walking distance of some small pubs, places to find food and a grocery store. It sits back enough from the street that there is no noise from the very busy street next to it. The house was clean, beds comfortable, linens clean and numerous decorations throughout the house. The inside and outside are fairly depicted in the online posting. There were plenty of clean towels and the bathrooms each had one small liquid soap container. The kitchen had everything needed to cook and plenty of dishes. This is a charming older home but with a regal atmosphere. I would recommend it as well as stay here again.","Grand Colonial in Historic Boston.",3842205,"Nicolo",NA,"Charlestown",42.37191,-71.06333,"Entire home/apt",125,32,276,"11/25/2020",3.46,1,268,"A15",130,0.264209198565037,0.312833739901598,"doc33",14,12,9,6,6,16,0,33,2,5,10,1,13,1,0,15,0,1913
"34",5844314,170078079,"7/14/2017",123533792,"Tomáš","Nice place, 5 min to Umass metro station. Everything was good, quite area :)","Walk To Beach or City 1 -Our #1 Requested Room",30342817,"Piter & Stacy",NA,"Dorchester",42.31776,-71.05795,"Private room",50,29,225,"8/15/2020",3.81,4,305,"C11",12,0.103540203556416,0.262196216564791,"doc34",2,1,1,1,0,0,0,4,1,0,1,2,3,0,1,0,0,12501
"35",6764572,39656005,"7/25/2015",28308504,"Lucia","Jon and magrits house was very pretty. The room is very comfortable and the bed was huge. The location is also very good, couple of blocks away from the orange subway station. 
Jon and Magrit werevery nice and attentive. They offered breakfast and recommendations. And they have a beautiful backyard. 
We'll definitely stay there again if we go back to Boston.","Experience an 1880s Victorian house",35411494,"Jon&Margrit",NA,"Jamaica Plain",42.31858,-71.10628,"Private room",95,1,228,"2/14/2021",3.29,2,121,"E13",61,0.205169571039209,0.33644164601204,"doc35",7,3,11,4,6,5,0,11,0,0,4,4,8,1,0,6,0,5214
"36",12269155,106237200,"10/5/2016",17344571,"Paul","We had a ball in the North end. Being able to step out and be right in the middle of all the action of the North end was amazing. A convenience Store was just outside and the subway was convenient located. Richard was a great host, responding to our needs and checking that everything was going well.","Boston Apartment (North End)",66084480,"Richard",NA,"Downtown",42.36406,-71.05854,"Entire home/apt",207,29,390,"10/25/2020",6.6,1,348,"A1",57,0.174388965358184,0.270972108738026,"doc36",5,6,3,6,3,9,0,10,0,1,3,3,5,1,0,7,0,9706
"37",38385513,537453789,"9/28/2019",294168991,"Gene","Some rooms are up 3 steep and narrow flights of stairs and ""shared bathroom"" isn't always fairly shared by other guests.","Lovely place in Jamaica Plain, Room #5",292283551,"Vitanur",NA,"Jamaica Plain",42.32347,-71.10807,"Private room",50,29,15,"4/2/2020",0.86,6,0,"E13",20,NA,-0.525475974712451,"doc37",2,3,2,2,2,1,0,6,1,1,0,0,3,0,0,2,0,5214
"38",3068453,51453872,"10/20/2015",43888042,"Juana Ines","The appartment was in very good conditions. It is near several interesting places. And not so far from the old part of the city neither the shopping places. The temperature of the appartment was apropiated but in the bathroom was cold. There is no heat there. The exchange of information and time of response was very good. One bad thing for me was that i arrived at 11 in the morning and i had to stay at one place with muy luggage up to 15 because they were cleaning the appartment. I would recomend Ahmed to other people and if i come back to Boston again i would contact him again for sure.","224 Tremont St. · Downtown Studio Apt, Perfect for Medical Workers",2356643,"Voyage",NA,"Downtown",42.35188,-71.06418,"Entire home/apt",75,29,201,"1/20/2021",2.47,16,357,"A1",111,0.318926201173956,0.162926030043353,"doc38",9,16,11,8,6,11,0,22,4,1,10,2,8,3,0,10,0,9706
"39",8720718,532831754,"9/20/2019",56337934,"Michaela","Thanks to Riyo and her family for a very warm and friendly welcome. The room is cozy and clean, the sub is around the corner and the neighbourhood is really nice. Everything you need for a pleasant stay. Will recommend this place. Thanks!","Cozy studio apartment in Jamaica plain!",45771009,"Riyo",NA,"Jamaica Plain",42.3168,-71.10721,"Entire home/apt",120,20,447,"4/24/2020",6.87,2,318,"E13",43,0.301560731116576,0.57852766619593,"doc39",6,4,2,4,4,7,0,10,0,0,3,1,6,0,0,2,0,5214
"40",16013285,256393852,"4/22/2018",152623174,"Dannuy","Terrific place, Shawn's condo is very comfortable, he replies quickly to questions, has great extras (maps, food, suggestions).  Highly, highly recommended over a hotel!","Clean & Spacious 2 bedroom Near Downtown",68235152,"Shawn",NA,"Dorchester",42.29183,-71.05449,"Entire home/apt",165,2,104,"5/7/2020",2.27,1,153,"C11",24,0.290192378864668,0.57262046036134,"doc40",3,2,4,1,0,1,0,8,0,1,1,1,10,0,0,3,0,12501
"41",25328440,491730784,"7/20/2019",26384340,"Mark","Great location,  it literally took us 8 minutes to walk to T,  ride the Blue line 1 stop, and pop out at Faneuil Hall/Quincy Market.  Also took us 7 minutes to get to airport at 4am using Uber!  Amazing location!","Private parking(sedan size), Clean, Comfy room@2",183805757,"Claire",NA,"East Boston",42.3701,-71.03831,"Private room",52,1,174,"1/31/2021",5.22,3,38,"A7",38,0.198494154659355,0.132024217165445,"doc41",2,5,2,0,1,1,0,7,4,2,3,7,7,0,0,8,0,3627
"42",6300089,159741020,"6/11/2017",43925730,"Kim","My family was in town for a bridal shower and we wanted to stay closer to the city so my husband could enjoy a night out while my mom watched our one year old son. This home was in a great location so we were able to enjoy an early dinner with the family in Roxbury and then take a cab downtown to go out at night. It's within a very short walking distance (less than 5 mins) to several great restaurants and the home itself is very cute. The unit occupies the entire second floor of the home and the layout was perfect for our needs. Irida was not in town that night but we were greeted by her very sweet mother who lives on the first floor of the home. 

When you first enter you go up the stairs to the second floor and the first bedroom is at the top of the stairs just at the entrance to the rest of the unit, my mom slept there. My husband and I took the master bedroom so our son could stay in the pack & play we brought with us and we shared a bathroom with the front bedroom. The third bedroom had its own private bathroom and a door that shut the bathroom and bedroom off from the rest of the unit which was perfect for my elderly grandfather who needs some privacy for the bathroom/medical reasons. My favorite part was that it had several doors that could be shut to close off certain areas of the unit which was perfect for my newly walking and very curious toddler. I couldn't have asked for a better home that was babyproofed without even knowing it! Thanks for a great stay Irida!","Beautiful 3 bed/2 bath: 5 miles to Copley Sq.",29483150,"Irida",NA,"West Roxbury",42.28641,-71.15372,"Entire home/apt",180,29,153,"9/27/2020",2.19,1,0,"E5",292,0.186065287996516,0.287729663665293,"doc42",34,35,14,19,12,39,0,68,2,6,34,3,15,5,0,25,0,3956
"43",28561917,420389118,"3/6/2019",213961687,"Allison","The apartment was very cozy and perfect for our stay while at a conference in the area. Maria was a great host and was very responsive. We enjoyed our stay!","3/ 1  Newly Renovated, In the Heart of the City!",215559177,"Maria",NA,"Dorchester",42.31963,-71.05598,"Entire home/apt",100,3,121,"2/2/2021",4.13,1,6,"C11",30,0.132289901311953,0.626884628510372,"doc43",4,3,2,3,2,4,0,6,0,0,3,1,3,1,0,1,0,12501
"44",4460532,84491372,"7/7/2016",67535373,"Davis","I stayed t Jonathan's house for two weeks and it was a wonderful experience. The room looked exactly the same as the pictures. It was clean and bright. There were a TV with xfinite, good wifi, clean towers, an iron, a hairdryer, a rack for handing wet clothes......., in fact, all the things I needed in the room. The fringe, the stove, cutleries and tablewares were all good. I could cook my meal very conveniently.
Jonathan was super nice and helpful. We had drinks and watched Copa America final together. He even brought me out with his family to watch the firework on July 4. Jonathan was perfect. I am hoping to come back and stay in his house soon.","Brownstone Bedroom Treetop Skyline View by LMA & T",11228809,"Jonathan",NA,"Roxbury",42.32821,-71.09265,"Private room",69,29,235,"12/16/2020",3.07,4,73,"B2",119,0.26673610708531,0.352766001065868,"doc44",13,9,9,7,6,14,0,24,2,3,13,7,21,1,0,13,0,14525
"45",18875451,268977351,"5/26/2018",152334935,"John","Room is clean, exactly as described, and the host is very communicative. Seems like a pretty good guy.","“The Sunset Room” at The Perthshire House.",16441460,"Charles",NA,"Brighton",42.35418,-71.16776,"Private room",45,1,115,"2/1/2021",2.55,6,365,"D14",18,0.0594655161177846,0.570323966002151,"doc45",3,1,4,2,1,2,0,3,0,0,0,0,4,0,0,2,0,5828
"46",13908031,297868309,"7/28/2018",75135312,"Elmar","Ein Perfekter Ausgangspunkt um Boston zu erkunden, 7 Minuten zur Ubahn und alle Einkaufsmöglichkeiten auf dem Weg dorthin. Es ist eine sehr schön Ausgestattete Wohnung in der sich sehr gut ein Paar Tage verbringen lassen.  Hier wohnt jedoch niemand es gibt 2 Schlafzimmer die vermietet werden.","Modern Room, Private Bath near airport & city",5997103,"Andrea And Tivan",NA,"East Boston",42.36914,-71.03512,"Private room",158,1,142,"2/15/2020",2.53,2,0,"A7",46,0.136930639376292,-0.11579775081929,"doc46",4,5,1,0,0,0,1,14,4,0,0,14,4,0,0,3,0,3627
"47",10132073,250599146,"4/5/2018",97509307,"Matt","I really appreciated Jef's place. Being across the street from the train is hard to beat. The apt is as pictured. The only thing that surprised me was how small the washer /dryer combo is. If you need to do much laundry, I'd recommend the laundry mat across the street. This is a great place, I'd stay again.","Extended stays",51992629,"Jef",NA,"East Boston",42.37045,-71.04026,"Entire home/apt",150,29,43,"10/17/2020",0.76,1,90,"A7",58,0.237315411237317,0.181368804276095,"doc47",5,3,4,8,0,8,0,13,0,3,7,1,9,1,0,8,0,3627
"48",28936851,339500703,"10/21/2018",18614893,"Lucy","Fab and Christy are fantastic host! They were very friendly and easy to communicate with. It was almost like staying at a friends for the weekend. Their dogs and cats were super friendly and an additional incentive if you like pets. Staying with them certainly enhance our trip in Boston, Thanks a bunch!!!","The Cloud Room at Adams Village",218118364,"Fabs And Christy",NA,"Dorchester",42.2859,-71.0554,"Private room",59,2,145,"10/21/2020",5,3,363,"C11",53,0.471573126335919,0.528059511225801,"doc48",5,5,4,4,4,4,0,10,0,1,6,3,6,2,0,5,0,12501
